timestamp;total_power_import_kwh;total_power_export_kwh;active_power_w;active_voltage_l1_v;active_current_a;active_power_average_w;montly_power_peak_w;montly_power_peak_timestamp;total_gas_m3
2025-11-02:09:45:59;17944.697;3238.96;0;229.7;1.14;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:46:59;17944.697;3238.96;0;230.1;0.98;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:47:59;17944.697;3238.96;0;229.9;0.99;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:48:59;17944.697;3238.96;0;230.2;0.97;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:49:59;17944.697;3238.96;4;230.4;0.98;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:50:59;17944.697;3238.96;3;231;0.97;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:51:59;17944.697;3238.96;-3;231.4;0.94;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:52:59;17944.697;3238.96;0;231.5;0.96;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:53:59;17944.697;3238.96;0;228.7;0.98;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:54:59;17944.697;3238.961;0;229.1;0.99;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:56:00;17944.697;3238.961;0;229.5;0.99;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:57:00;17944.697;3238.961;0;232.1;1;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:58:00;17944.697;3238.961;0;232;0.98;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:09:59:00;17944.697;3238.961;0;231.5;1.04;1;1955;2025-11-01:18:45:00;8732.332
2025-11-02:10:00:00;17944.697;3238.961;0;231.4;1.06;0;1955;2025-11-01:18:45:00;8732.332
2025-11-02:10:01:00;17944.697;3238.961;0;229;1.14;0;1955;2025-11-01:18:45:00;8732.384
2025-11-02:10:02:00;17944.697;3238.961;0;229.6;1.11;0;1955;2025-11-01:18:45:00;8732.384
2025-11-02:10:03:00;17944.697;3238.961;0;229.4;1.09;0;1955;2025-11-01:18:45:00;8732.384
2025-11-02:10:04:00;17944.697;3238.961;6;230;1.09;0;1955;2025-11-01:18:45:00;8732.384
2025-11-02:10:05:00;17944.698;3238.961;1471;226.7;6.59;4;1955;2025-11-01:18:45:00;8732.565
2025-11-02:10:06:00;17944.714;3238.961;937;228;4.25;70;1955;2025-11-01:18:45:00;8732.565
2025-11-02:10:07:00;17944.725;3238.961;2;230.1;1.02;115;1955;2025-11-01:18:45:00;8732.565
2025-11-02:10:08:00;17944.725;3238.961;5;230.1;1;115;1955;2025-11-01:18:45:00;8732.565
2025-11-02:10:09:00;17944.725;3238.961;-6;229.1;0.96;115;1955;2025-11-01:18:45:00;8732.565
2025-11-02:10:10:00;17944.725;3238.961;0;228.6;1.84;117;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:11:00;17944.726;3238.961;-4;228.7;1.73;118;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:12:00;17944.726;3238.961;0;229.7;1.81;118;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:13:01;17944.726;3238.961;-18;229.8;1.56;119;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:14:01;17944.726;3238.961;0;230.7;1.52;119;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:15:01;17944.726;3238.961;0;230.8;1.56;0;1955;2025-11-01:18:45:00;8732.711
2025-11-02:10:16:01;17944.726;3238.961;5;230.4;1.15;0;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:17:01;17944.726;3238.961;0;231;1.12;0;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:18:01;17944.726;3238.961;3;231.6;1.13;0;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:19:01;17944.726;3238.961;5;231.3;1.11;0;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:20:01;17944.726;3238.961;3;226.9;1.1;0;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:21:01;17944.726;3238.961;4;227.7;1.07;1;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:22:01;17944.726;3238.961;3;227.4;1.06;1;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:23:01;17944.726;3238.961;-17;227.1;1.2;1;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:24:01;17944.726;3238.961;-4;225.8;1.14;1;1955;2025-11-01:18:45:00;8732.88
2025-11-02:10:25:01;17944.726;3238.961;-3;222.8;1.14;1;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:26:02;17944.726;3238.961;12;226.1;1.18;1;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:27:02;17944.726;3238.961;3;227.7;1.18;2;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:28:02;17944.726;3238.961;3;224.8;1.2;2;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:29:02;17944.726;3238.961;3;227.6;1.2;2;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:30:02;17944.726;3238.961;5;226.3;1.21;0;1955;2025-11-01:18:45:00;8732.916
2025-11-02:10:31:02;17944.726;3238.961;-4;225.4;1.21;0;1955;2025-11-01:18:45:00;8733.14
2025-11-02:10:32:02;17944.726;3238.961;0;227.1;1.19;0;1955;2025-11-01:18:45:00;8733.14
2025-11-02:10:33:02;17944.726;3238.961;8;226.2;1.18;0;1955;2025-11-01:18:45:00;8733.14
2025-11-02:10:34:02;17944.726;3238.961;4;227;1.17;1;1955;2025-11-01:18:45:00;8733.14
2025-11-02:10:35:02;17944.726;3238.961;0;227.3;1.15;1;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:36:02;17944.726;3238.961;5;227;1.15;2;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:37:02;17944.726;3238.961;4;225.3;1.15;2;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:38:02;17944.726;3238.961;0;224.3;1;2;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:39:02;17944.726;3238.961;18;225.6;1;2;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:40:02;17944.726;3238.961;-5;225.6;1.02;2;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:41:02;17944.726;3238.961;8;225.6;0.99;3;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:42:02;17944.726;3238.961;0;226;1.03;4;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:43:03;17944.726;3238.961;6;225.3;0.99;4;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:44:03;17944.726;3238.961;3;224.9;0.99;4;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:45:03;17944.726;3238.961;0;224.9;0.98;0;1955;2025-11-01:18:45:00;8733.331
2025-11-02:10:46:03;17944.726;3238.961;19;227.1;1.06;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:47:03;17944.726;3238.961;0;229;1.05;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:48:03;17944.727;3238.961;-21;228.5;1.38;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:49:03;17944.727;3238.961;0;228.6;1.56;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:50:03;17944.727;3238.961;20;229.2;1.5;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:51:03;17944.727;3238.961;3;228.6;1.48;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:52:04;17944.727;3238.961;32;229.8;1.48;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:53:04;17944.727;3238.961;37;230.3;1.4;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:54:04;17944.727;3238.961;11;231.5;1.09;5;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:55:04;17944.73;3238.961;-18;230.7;2.09;18;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:56:04;17944.73;3238.962;33;230.7;1.83;19;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:57:05;17944.73;3238.964;870;228.4;5.23;22;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:58:05;17944.73;3238.964;11;229.9;2.8;29;1955;2025-11-01:18:45:00;8733.436
2025-11-02:10:59:05;17944.73;3238.964;9;230.4;2.69;33;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:00:05;17944.73;3238.964;0;230.1;2.59;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:01:05;17944.73;3238.964;4;230.5;2.54;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:02:05;17944.73;3238.964;0;230.7;2.46;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:03:05;17944.73;3238.964;4;230.7;1.22;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:04:05;17944.73;3238.964;-5;230.5;1.22;5;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:05:05;17944.73;3238.964;14;230.6;1.28;6;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:06:05;17944.73;3238.965;0;230.4;1.12;7;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:07:05;17944.73;3238.965;0;230.8;1.09;7;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:08:05;17944.73;3238.965;62;230.8;1.11;7;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:09:05;17944.73;3238.965;0;230.8;1.1;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:10:05;17944.73;3238.965;7;230.8;1.07;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:11:05;17944.73;3238.965;0;230.8;1.08;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:12:06;17944.73;3238.965;-4;231.2;1.09;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:13:06;17944.73;3238.965;-6;231.2;1.01;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:14:06;17944.73;3238.965;7;230.3;0.98;8;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:15:07;17944.73;3238.965;0;231;1.02;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:16:07;17944.73;3238.965;6;231.1;1.03;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:17:07;17944.73;3238.965;-6;230.6;1.02;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:18:07;17944.73;3238.965;0;230.4;1.03;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:19:07;17944.73;3238.965;0;231;1.05;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:20:07;17944.73;3238.965;-10;232.2;1.06;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:21:07;17944.73;3238.965;-3;231.3;1.02;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:22:07;17944.73;3238.965;-8;227.6;0.99;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:23:07;17944.73;3238.965;0;226.7;0.96;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:24:07;17944.73;3238.965;-3;231.1;1.02;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:25:07;17944.73;3238.965;-11;232.5;1.62;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:26:07;17944.73;3238.965;-3;231.3;1.62;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:27:07;17944.73;3238.965;0;230.7;1.63;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:28:08;17944.73;3238.965;3;232.5;1.64;5;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:29:08;17944.73;3238.965;8;231.9;1.65;5;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:30:08;17944.73;3238.965;3;230.3;1;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:31:08;17944.73;3238.965;-3;227.7;0.99;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:32:09;17944.73;3238.965;-4;228.5;1.06;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:33:09;17944.73;3238.965;3;231.8;1.08;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:34:09;17944.73;3238.965;0;229.3;1.08;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:35:09;17944.73;3238.965;-3;229.1;1.1;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:36:09;17944.73;3238.965;0;232.9;1.12;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:37:09;17944.73;3238.965;3;232.7;1.1;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:38:09;17944.73;3238.965;0;231.6;0.84;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:39:09;17944.73;3238.965;9;233.4;0.85;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:40:09;17944.73;3238.965;-9;232.2;0.87;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:41:09;17944.73;3238.965;-21;231.3;0.87;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:42:09;17944.73;3238.965;5;232.9;0.85;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:43:09;17944.73;3238.965;-28;230.1;0.86;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:44:09;17944.73;3238.965;6;231.5;0.71;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:45:09;17944.73;3238.965;-12;230.8;0.75;0;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:46:09;17944.73;3238.965;-13;232.8;0.72;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:47:09;17944.73;3238.965;5;231.7;0.67;1;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:48:09;17944.73;3238.965;8;229.7;1.02;2;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:49:09;17944.73;3238.965;5;229.6;1.06;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:50:10;17944.73;3238.965;58;231.8;1;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:51:10;17944.73;3238.965;-2;228.5;1.04;3;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:52:10;17944.73;3238.965;0;235;1.01;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:53:10;17944.73;3238.965;8;233.6;1.14;4;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:54:10;17944.73;3238.965;-7;233.8;1.13;5;1955;2025-11-01:18:45:00;8733.436
2025-11-02:11:55:11;17944.73;3238.965;-3;235;1.15;5;1955;2025-11-01:18:45:00;8733.474
2025-11-02:11:56:11;17944.73;3238.965;11;236;1.19;5;1955;2025-11-01:18:45:00;8733.474
2025-11-02:11:57:11;17944.73;3238.965;-8;234.2;1.08;6;1955;2025-11-01:18:45:00;8733.474
2025-11-02:11:58:11;17944.73;3238.965;-3;231.6;1.1;6;1955;2025-11-01:18:45:00;8733.474
2025-11-02:11:59:11;17944.73;3238.965;-8;231.1;1.11;6;1955;2025-11-01:18:45:00;8733.474
2025-11-02:12:00:11;17944.73;3238.965;7;230.7;1.22;0;1955;2025-11-01:18:45:00;8733.696
2025-11-02:12:01:11;17944.73;3238.965;-3;231.5;1.24;1;1955;2025-11-01:18:45:00;8733.696
2025-11-02:12:02:11;17944.731;3238.965;-12;230.7;1.52;3;1955;2025-11-01:18:45:00;8733.696
2025-11-02:12:03:12;17944.731;3238.966;-9;227.4;1.5;3;1955;2025-11-01:18:45:00;8733.696
2025-11-02:12:04:12;17944.731;3238.966;12;229.2;1.4;4;1955;2025-11-01:18:45:00;8733.696
2025-11-02:12:05:12;17944.731;3238.966;6;228.7;1.41;4;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:06:12;17944.731;3238.966;-14;226.6;1.39;5;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:07:12;17944.731;3238.966;-26;230.7;1.39;5;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:08:12;17944.731;3238.966;0;230.1;0.99;6;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:09:12;17944.731;3238.966;-38;226.9;1.13;7;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:10:12;17944.731;3238.966;0;225.6;1.1;8;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:11:12;17944.731;3238.966;10;224.7;1.14;8;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:12:12;17944.731;3238.966;20;224.5;1.16;9;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:13:12;17944.731;3238.966;-17;224.1;1.23;10;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:14:12;17944.731;3238.966;-48;227.6;1.3;10;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:15:12;17944.731;3238.966;-5;227.3;1.23;0;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:16:12;17944.731;3238.966;12;229.1;1.21;0;1955;2025-11-01:18:45:00;8733.852
2025-11-02:12:17:12;17944.731;3238.966;9;223.6;1.25;1;1955;2025-11-01:18:45:00;8734.005
2025-11-02:12:18:12;17944.731;3238.966;3;225.5;1.28;2;1955;2025-11-01:18:45:00;8734.005
2025-11-02:12:19:12;17944.731;3238.966;-8;226.6;1.26;2;1955;2025-11-01:18:45:00;8734.005
2025-11-02:12:20:12;17944.731;3238.966;8;228.5;1.23;2;1955;2025-11-01:18:45:00;8734.155
2025-11-02:12:21:12;17944.731;3238.966;-38;228.1;1.05;3;1955;2025-11-01:18:45:00;8734.155
2025-11-02:12:22:13;17944.731;3238.966;4;224.1;1.06;4;1955;2025-11-01:18:45:00;8734.155
2025-11-02:12:23:13;17944.731;3238.966;0;227.7;1.04;4;1955;2025-11-01:18:45:00;8734.155
2025-11-02:12:24:13;17944.731;3238.966;-3;227.7;1.01;4;1955;2025-11-01:18:45:00;8734.155
2025-11-02:12:25:13;17944.731;3238.966;-11;224.4;1.08;4;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:26:13;17944.731;3238.966;-3;228.6;0.85;4;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:27:13;17944.731;3238.966;0;227.9;0.93;4;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:28:13;17944.731;3238.966;-47;226;1.06;6;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:29:13;17944.731;3238.966;35;226.8;1.21;7;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:30:13;17944.731;3238.966;64;227.4;1.32;1;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:31:13;17944.731;3238.966;70;225.1;1.44;3;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:32:13;17944.734;3238.966;84;225.7;3.87;19;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:33:13;17944.734;3238.966;10;225.3;3.21;21;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:34:13;17944.734;3238.966;-75;227.4;3.14;24;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:35:13;17944.734;3238.967;74;227.3;2.25;25;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:36:13;17944.734;3238.967;-18;227.6;1.82;27;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:37:13;17944.734;3238.967;-98;227.1;1.89;33;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:38:13;17944.734;3238.967;87;226.6;2.26;40;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:39:13;17944.736;3238.967;-9;227.6;2.2;55;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:40:13;17944.736;3238.967;-58;226.1;2.33;63;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:41:14;17944.788;3238.967;3970;218.3;18.35;277;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:42:14;17944.844;3238.967;2970;220.9;13.52;501;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:43:14;17944.895;3238.967;3532;219.8;16.45;702;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:44:14;17944.946;3238.967;3007;220;13.75;907;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:45:14;17944.997;3238.967;3103;220.8;14.16;122;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:46:15;17945.049;3238.967;2997;219.9;13.68;329;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:47:15;17945.101;3238.967;2996;219.8;13.66;538;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:48:15;17945.154;3238.967;3124;219.5;14.28;749;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:49:15;17945.207;3238.967;3112;220.6;14.16;962;1955;2025-11-01:18:45:00;8734.216
2025-11-02:12:50:15;17945.26;3238.967;3093;220.1;14.11;1173;1955;2025-11-01:18:45:00;8734.289
2025-11-02:12:51:15;17945.312;3238.967;4238;217.1;19.72;1383;1955;2025-11-01:18:45:00;8734.289
2025-11-02:12:52:15;17945.365;3238.967;3078;220.1;14.04;1592;1955;2025-11-01:18:45:00;8734.289
2025-11-02:12:53:15;17945.416;3238.967;3106;220;14.17;1798;1955;2025-11-01:18:45:00;8734.289
2025-11-02:12:54:15;17945.468;3238.967;3017;221.3;13.66;2004;1955;2025-11-01:18:45:00;8734.289
2025-11-02:12:55:15;17945.493;3238.967;1191;225.5;5.45;2103;1955;2025-11-01:18:45:00;8734.38
2025-11-02:12:56:15;17945.51;3238.967;964;226.6;4.35;2175;1955;2025-11-01:18:45:00;8734.38
2025-11-02:12:57:16;17945.527;3238.967;852;225.2;4.01;2241;1955;2025-11-01:18:45:00;8734.38
2025-11-02:12:58:16;17945.542;3238.967;927;225.6;4.34;2301;1955;2025-11-01:18:45:00;8734.38
2025-11-02:12:59:16;17945.557;3238.967;848;225.4;4;2359;1955;2025-11-01:18:45:00;8734.38
2025-11-02:13:00:16;17945.57;3238.967;818;225.5;3.86;33;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:01:16;17945.584;3238.967;888;228;4.11;88;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:02:16;17945.598;3238.967;860;228;3.99;146;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:03:16;17945.612;3238.967;680;228.1;3.11;200;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:04:16;17945.624;3238.967;804;228.4;3.73;251;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:05:16;17945.638;3238.967;785;227.2;3.65;304;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:06:16;17945.651;3238.967;879;228.2;4.11;358;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:07:16;17945.666;3238.967;929;228.3;4.33;417;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:08:16;17945.682;3238.967;1003;227.1;4.64;480;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:09:16;17945.699;3238.967;1067;226.1;4.92;549;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:10:16;17945.717;3238.967;1112;225.2;5.16;621;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:11:17;17945.722;3238.967;190;227.8;1.63;640;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:12:17;17945.725;3238.967;140;226.2;1.18;653;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:13:18;17945.729;3238.967;261;225.9;1.76;670;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:14:18;17945.734;3238.967;221;227.2;1.55;688;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:15:18;17945.737;3238.967;212;227.6;1.68;9;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:16:18;17945.74;3238.967;163;225.8;1.59;21;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:17:18;17945.742;3238.967;49;226.2;1.46;28;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:18:18;17945.743;3238.967;-10;225.2;1.71;32;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:19:18;17945.743;3238.967;151;224.7;2.18;33;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:20:18;17945.743;3238.967;-20;225.5;1.85;35;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:21:18;17945.743;3238.967;-69;225.5;1.55;36;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:22:18;17945.744;3238.967;74;225.5;1.89;40;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:23:18;17945.745;3238.967;3;225.6;1.85;43;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:24:18;17945.745;3238.967;9;226.7;1.64;44;2379;2025-11-02:13:00:00;8734.38
2025-11-02:13:25:18;17945.745;3238.967;23;225.9;1.63;46;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:26:19;17945.745;3238.967;6;226.8;1.54;47;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:27:19;17945.745;3238.967;21;225.4;1.53;48;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:28:19;17945.745;3238.967;109;225.4;1.69;50;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:29:19;17945.745;3238.967;23;225.5;1.44;52;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:30:19;17945.745;3238.967;-57;227;1.07;0;2379;2025-11-02:13:00:00;8734.534
2025-11-02:13:31:19;17945.746;3238.967;0;226.3;1.4;1;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:32:19;17945.746;3238.967;-7;227.2;1.41;3;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:33:19;17945.746;3238.967;-142;227.7;1.24;4;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:34:19;17945.746;3238.967;86;226.2;1.46;4;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:35:19;17945.746;3238.967;-3;227.6;1.33;5;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:36:19;17945.746;3238.967;12;227.8;1.81;8;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:37:19;17945.746;3238.967;7;227.4;1.85;10;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:38:19;17945.746;3238.967;0;228.2;1.01;10;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:39:19;17945.746;3238.967;40;227.3;1.19;11;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:40:19;17945.746;3238.967;21;228.2;1.25;12;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:41:19;17945.746;3238.967;7;226;1.39;14;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:42:20;17945.746;3238.967;19;224.3;1.62;16;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:43:20;17945.746;3238.967;-136;226.5;1.71;18;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:44:20;17945.746;3238.967;0;225.2;1.02;20;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:45:20;17945.746;3238.967;-108;226.2;1.24;1;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:46:20;17945.746;3238.967;15;225.7;1.21;3;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:47:20;17945.746;3238.967;-268;226.5;1.88;5;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:48:20;17945.746;3238.967;0;228.1;1.96;9;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:49:20;17945.746;3238.967;11;227.9;1.15;9;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:50:20;17945.746;3238.967;0;227.2;1.2;10;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:51:20;17945.746;3238.967;-281;227.8;1.81;11;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:52:20;17945.746;3238.967;115;227;1.77;12;2379;2025-11-02:13:00:00;8734.657
